"PC1","PC2","Date","Coin"
0.319560893509908,-1.2716045168629,2021-02-14,"ETH"
0.522643178073618,-1.9414016512538,2021-02-15,"ETH"
0.397012184462529,-1.52146483310472,2021-02-16,"ETH"
0.481408504731755,-1.66674229335001,2021-02-17,"ETH"
0.298219034721392,-0.979626131047267,2021-02-18,"ETH"
0.276646798667228,-0.792480446555248,2021-02-19,"ETH"
0.478582143797775,-1.55154764802922,2021-02-20,"ETH"
0.164209714480495,-0.568200224192898,2021-02-21,"ETH"
0.658846445502961,-2.23464237090383,2021-02-22,"ETH"
0.833723392084726,-3.10037885626206,2021-02-23,"ETH"
0.311049220366667,-1.23979755574863,2021-02-24,"ETH"
0.0497025562527656,-0.635412170238744,2021-02-25,"ETH"
0.23197344781655,-1.25644673241356,2021-02-26,"ETH"
-0.0393973421674341,-0.293801528304702,2021-02-27,"ETH"
0.130863235590956,-0.911531814625028,2021-02-28,"ETH"
0.0915334148163679,-0.586491785695347,2021-03-01,"ETH"
0.0293613073197744,-0.449928277992086,2021-03-02,"ETH"
0.0351321627374151,-0.473906206754184,2021-03-03,"ETH"
0.0309739664684963,-0.494153926482072,2021-03-04,"ETH"
0.0196640561540653,-0.313624307772267,2021-03-05,"ETH"
0.149376971264218,-0.448149855561879,2021-03-06,"ETH"
0.198376937862878,-0.544812906586836,2021-03-07,"ETH"
0.352567580862088,-0.882642396232989,2021-03-08,"ETH"
0.234380080070912,-0.51568507598307,2021-03-09,"ETH"
0.259810229065101,-0.665896258637853,2021-03-10,"ETH"
0.246649563816486,-0.560529779368555,2021-03-11,"ETH"
0.161030216690418,-0.428445931001894,2021-03-12,"ETH"
0.323166454652897,-0.644656965154967,2021-03-13,"ETH"
0.15586787800854,-0.132715612442644,2021-03-14,"ETH"
0.323967532726148,-0.749296185499786,2021-03-15,"ETH"
0.275744648782057,-0.528429432528669,2021-03-16,"ETH"
0.31121708802392,-0.585417631002893,2021-03-17,"ETH"
0.238961493972275,-0.48275848378934,2021-03-18,"ETH"
0.234631514726536,-0.287986284458961,2021-03-19,"ETH"
0.298000470220009,-0.405760748104571,2021-03-20,"ETH"
0.288889085736341,-0.435803525938363,2021-03-21,"ETH"
0.243239475741335,-0.502352142065488,2021-03-22,"ETH"
0.206553298215829,-0.354746550260969,2021-03-23,"ETH"
0.419207398331903,-1.18395752731697,2021-03-24,"ETH"
